episode,return,length,epsilon,act0,act1,act2,act3
639,20.7967,6,0.5625,1,1,3,1
640,1.8002,1,0.5624,0,1,0,0
641,6.7384,1,0.5623,0,0,0,1
642,9.0183,8,0.5613,3,2,3,0
643,0.3183,1,0.5612,1,0,0,0
644,12.6343,2,0.561,1,0,1,0
645,0.6029,4,0.5605,0,0,3,1
646,5.3562,2,0.5603,0,1,1,0
647,0.1316,2,0.56,0,1,1,0
648,11.5658,2,0.5598,1,1,0,0
649,3.3256,1,0.5597,0,1,0,0
650,16.293,3,0.5593,0,1,1,1
651,8.8411,7,0.5585,1,2,2,2
652,33.6175,12,0.5571,2,6,1,3
653,3.8018,2,0.5568,0,1,0,1
654,1.175,1,0.5567,0,1,0,0
655,9.1429,9,0.5556,2,2,5,0
656,0.6757,3,0.5553,1,1,1,0
657,25.5831,7,0.5545,1,4,1,1
658,14.3634,6,0.5537,1,2,2,1
659,2.2109,1,0.5536,0,0,0,1
660,9.4016,9,0.5526,1,4,3,1
661,3.5796,1,0.5524,1,0,0,0
662,0.5262,1,0.5523,1,0,0,0
663,1.137,1,0.5522,0,0,0,1
664,25.8494,5,0.5516,1,1,1,2
665,0.0368,2,0.5514,0,1,0,1
666,1.158,1,0.5512,0,0,0,1
667,23.5317,4,0.5508,1,2,1,0
668,1.5064,2,0.5505,0,1,1,0
669,26.622,12,0.5491,3,3,6,0
670,26.9569,8,0.5482,1,4,2,1
671,3.0005,1,0.548,0,1,0,0
672,1.6581,1,0.5479,0,0,1,0
673,6.7384,1,0.5478,0,0,0,1
674,2.3214,1,0.5477,0,0,1,0
675,1.4868,2,0.5474,0,1,1,0
676,4.8121,7,0.5466,0,2,5,0
677,1.2791,1,0.5465,0,0,1,0
678,107.4594,13,0.545,2,4,3,4
679,0.678,5,0.5444,0,2,3,0
680,4.9414,3,0.544,0,1,2,0
681,11.2683,5,0.5434,1,0,3,1
682,26.4317,18,0.5413,7,2,6,3
683,8.0398,7,0.5404,1,1,3,2
684,5.14,3,0.5401,0,1,2,0
685,43.1816,9,0.539,1,2,6,0
686,15.7539,1,0.5389,0,1,0,0
687,0.2473,1,0.5388,0,1,0,0
688,19.1563,8,0.5378,3,2,3,0
689,1.8827,1,0.5377,0,1,0,0
690,14.2211,10,0.5365,1,3,5,1
691,61.6954,16,0.5346,4,5,2,5
692,17.6439,7,0.5338,1,0,6,0
693,15.0988,5,0.5332,0,1,2,2
694,3.2506,1,0.5331,0,1,0,0
695,13.2253,9,0.532,2,1,2,4
696,0.5899,4,0.5315,0,1,0,3
697,1.7502,1,0.5314,0,1,0,0
698,3.6309,3,0.5311,1,1,1,0
699,6.7116,4,0.5306,0,2,0,2
700,0.4278,2,0.5303,0,1,0,1
701,15.9248,7,0.5295,0,3,4,0
702,6.0993,4,0.529,0,0,4,0
703,0.5999,1,0.5289,0,1,0,0
704,11.0343,1,0.5288,0,0,0,1
705,13.1132,1,0.5287,0,1,0,0
706,0.7052,1,0.5286,0,0,0,1
707,11.3306,5,0.528,1,1,3,0
708,3.5789,4,0.5275,0,1,2,1
709,5.2511,1,0.5274,0,1,0,0
710,0.1537,1,0.5273,0,0,1,0
711,12.3161,3,0.5269,0,1,1,1
712,10.2655,1,0.5268,1,0,0,0
713,0.1893,1,0.5267,0,0,1,0
714,2.632,1,0.5265,1,0,0,0
715,0.3498,1,0.5264,0,1,0,0
716,0.2499,1,0.5263,0,1,0,0
717,10.5262,1,0.5262,1,0,0,0
718,2.5004,1,0.5261,0,1,0,0
719,7.1196,3,0.5257,0,1,1,1
720,3.1254,2,0.5255,0,2,0,0
721,4.6718,2,0.5252,0,1,1,0
722,2.2003,1,0.5251,0,1,0,0
723,2.4873,3,0.5248,0,3,0,0
724,15.5957,2,0.5245,0,1,1,0
725,5.8532,3,0.5242,0,2,1,0
726,84.5091,41,0.5193,13,13,9,6
727,0.5593,4,0.5188,0,1,3,0
728,1.4999,2,0.5186,0,2,0,0
729,0.0247,1,0.5185,0,1,0,0
730,1.5946,4,0.518,1,0,2,1
731,16.6924,12,0.5166,3,5,3,1
732,0.9948,1,0.5165,0,0,1,0
733,0.2748,1,0.5163,0,1,0,0
734,12.6954,2,0.5161,0,2,0,0
735,0.0097,1,0.516,0,1,0,0
736,4.422,1,0.5159,0,0,0,1
737,2.9506,1,0.5157,0,1,0,0
738,21.4976,2,0.5155,0,2,0,0
739,29.2471,5,0.5149,0,3,2,0
740,6.4237,2,0.5147,0,2,0,0
741,1.287,2,0.5144,0,0,1,1
742,39.419,48,0.5087,11,10,19,8
743,0.4749,1,0.5086,0,1,0,0
744,10.1332,4,0.5081,0,1,3,0
745,1.9253,1,0.508,0,1,0,0
746,9.1271,1,0.5079,0,1,0,0
747,17.0434,2,0.5077,0,1,1,0
748,0.1999,1,0.5075,0,1,0,0
749,12.4372,1,0.5074,0,0,1,0
750,14.0715,18,0.5053,4,3,8,3
751,0.3268,3,0.5049,0,3,0,0
752,2.7505,1,0.5048,0,1,0,0
753,2.9479,1,0.5047,0,0,0,1
754,1.0708,2,0.5045,0,1,1,0
755,32.376,10,0.5033,1,5,4,0
756,14.8102,4,0.5028,0,1,3,0
757,7.3701,1,0.5027,0,0,0,1
758,0.2248,1,0.5026,0,1,0,0
759,1.125,1,0.5024,0,1,0,0
760,8.2474,3,0.5021,1,2,0,0
761,1.1976,1,0.502,0,1,0,0
762,3.0268,3,0.5016,2,0,1,0
763,30.2671,6,0.5009,1,0,2,3
764,10.3334,7,0.5001,2,1,3,1
765,0.6624,1,0.4999,0,1,0,0
766,5.1078,2,0.4997,0,1,1,0
767,5.7511,2,0.4995,0,2,0,0
768,13.2532,1,0.4994,0,1,0,0
769,9.3493,2,0.4991,0,1,1,0
770,35.1287,9,0.498,3,0,5,1
771,2.3688,1,0.4979,1,0,0,0
772,4.8431,1,0.4978,0,0,0,1
773,13.4395,4,0.4973,0,3,1,0
774,0.4496,2,0.4971,0,2,0,0
775,3.4268,2,0.4969,0,1,0,1
776,3.4082,2,0.4966,0,1,1,0
777,3.5366,3,0.4963,0,1,1,1
778,3.7507,1,0.4961,0,1,0,0
779,2.3688,1,0.496,1,0,0,0
780,21.0467,10,0.4948,1,1,7,1
781,3.2506,1,0.4947,0,1,0,0
782,2.451,4,0.4942,1,3,0,0
783,0.175,1,0.4941,0,1,0,0
784,4.4283,3,0.4938,0,2,1,0
785,17.4288,3,0.4934,0,3,0,0
786,11.5346,5,0.4928,0,1,3,1
787,14.0848,2,0.4926,0,1,1,0
788,22.7214,4,0.4921,1,2,1,0
789,6.8987,4,0.4916,1,1,2,0
790,9.9276,5,0.491,2,0,3,0
791,1.895,1,0.4909,0,0,0,1
792,4.5009,1,0.4908,0,1,0,0
793,6.1499,4,0.4903,0,0,3,1
794,0.2473,1,0.4902,0,1,0,0
795,7.1997,3,0.4899,0,1,1,1
796,4.5007,2,0.4896,1,0,1,0
797,13.7928,1,0.4895,1,0,0,0
798,0.6736,1,0.4894,0,0,0,1
799,1.5752,1,0.4893,0,1,0,0
800,1.895,1,0.4891,0,0,1,0
801,2.2503,1,0.489,0,1,0,0
802,21.492,2,0.4888,0,0,1,1
803,0.2499,1,0.4887,0,1,0,0
804,14.7576,4,0.4882,1,2,1,0
805,6.4142,3,0.4878,0,1,1,1
806,3.7628,6,0.4871,1,2,3,0
807,12.2684,2,0.4869,1,1,0,0
808,8.0019,1,0.4868,0,1,0,0
809,5.3033,3,0.4864,1,1,1,0
810,3.0432,2,0.4862,1,1,0,0
811,4.1258,1,0.4861,0,1,0,0
812,7.701,4,0.4856,2,0,2,0
813,2.6752,2,0.4853,0,2,0,0
814,0.1275,3,0.485,0,3,0,0
815,2.2479,1,0.4849,0,1,0,0
816,3.7902,1,0.4847,0,0,0,1
817,3.1256,1,0.4846,0,1,0,0
818,2.1503,1,0.4845,0,1,0,0
819,10.1019,8,0.4836,0,6,1,1
820,0.0128,1,0.4834,1,0,0,0
821,5.509,4,0.483,0,2,1,1
822,0.4983,2,0.4827,0,1,1,0
823,216.6735,174,0.4621,54,35,58,27
824,97.7357,17,0.46,2,3,8,4
825,3.8139,7,0.4592,1,5,1,0
826,0.6315,1,0.4591,0,0,0,1
827,4.6103,5,0.4585,0,1,2,2
828,13.8896,3,0.4581,1,1,1,0
829,5.3325,2,0.4579,0,1,1,0
830,7.529,3,0.4576,1,1,0,1
831,7.5289,9,0.4565,2,7,0,0
832,35.2219,13,0.4549,4,4,3,2
833,1.5974,2,0.4547,0,2,0,0
834,0.2394,3,0.4543,0,2,0,1
835,0.3248,1,0.4542,0,1,0,0
836,19.7146,5,0.4536,2,1,2,0
837,38.0632,14,0.452,0,6,4,4
838,2.2503,1,0.4519,0,1,0,0
839,0.1999,1,0.4517,0,1,0,0
840,0.6743,3,0.4514,0,0,1,2
841,4.7373,3,0.451,0,0,3,0
842,10.7967,6,0.4503,1,1,4,0
843,0.925,1,0.4502,0,1,0,0
844,3.3081,3,0.4498,0,1,1,1
845,0.4209,1,0.4497,0,0,0,1
846,16.0595,3,0.4494,1,1,1,0
847,22.3134,3,0.449,1,0,2,0
848,0.2267,1,0.4489,0,0,1,0
849,0.5209,1,0.4488,0,0,1,0
850,3.8008,1,0.4486,0,1,0,0
851,22.6882,9,0.4476,2,3,0,4
852,9.2497,1,0.4475,0,1,0,0
853,1.2498,2,0.4472,1,0,1,0
854,0.5921,1,0.4471,0,0,1,0
855,0.8052,1,0.447,0,0,1,0
856,43.5654,5,0.4464,0,0,4,1
857,2.5853,2,0.4462,0,1,1,0
858,5.7512,1,0.446,0,1,0,0
859,13.0544,8,0.4451,0,5,3,0
860,2.7373,1,0.445,0,0,0,1
861,11.6178,5,0.4444,1,3,1,0
862,8.2538,6,0.4437,1,3,2,0
863,13.3448,3,0.4433,2,1,0,0
864,2.941,4,0.4428,1,3,0,0
865,8.5412,2,0.4426,0,1,1,0
866,3.5331,3,0.4422,2,1,0,0
867,9.028,3,0.4419,1,0,0,2
868,24.9608,4,0.4414,1,1,1,1
869,0.1456,2,0.4412,0,1,1,0
870,17.0389,2,0.4409,0,1,0,1
871,14.003,3,0.4406,0,0,2,1
872,4.6135,1,0.4405,0,1,0,0
873,11.4143,2,0.4402,1,1,0,0
874,6.1591,2,0.44,0,0,2,0
875,3.0527,8,0.439,4,4,0,0
876,6.9016,1,0.4389,0,1,0,0
877,5.5692,3,0.4386,0,0,1,2
878,26.7396,7,0.4377,1,2,1,3
879,0.5389,1,0.4376,0,0,0,1
880,1.5002,1,0.4375,0,1,0,0
881,6.0013,1,0.4374,0,1,0,0
882,43.3455,5,0.4368,1,1,2,1
883,2.2503,1,0.4367,0,1,0,0
884,4.2756,2,0.4364,0,2,0,0
885,0.5209,1,0.4363,0,0,1,0
886,8.7691,3,0.4359,1,1,1,0
887,15.2932,8,0.435,5,3,0,0
888,6.3475,13,0.4334,8,2,2,1
889,4.726,1,0.4333,0,1,0,0
890,0.7247,1,0.4332,0,0,1,0
891,4.4273,4,0.4327,0,1,2,1
892,0.3148,1,0.4326,0,1,0,0
893,17.7738,2,0.4324,0,1,1,0
894,12.3046,6,0.4317,0,2,4,0
895,19.5043,3,0.4313,1,1,1,0
896,2.2503,1,0.4312,0,1,0,0
897,0.4749,1,0.4311,0,1,0,0
898,12.6492,5,0.4305,0,3,1,1
899,0.3998,1,0.4304,0,1,0,0
900,12.6553,8,0.4294,1,4,1,2
901,0.1469,2,0.4292,0,1,0,1
902,13.0023,4,0.4287,2,0,2,0
903,4.6268,3,0.4283,0,1,1,1
904,23.2826,7,0.4275,1,1,3,2
905,5.8664,4,0.427,0,2,0,2
906,27.5066,3,0.4267,0,1,2,0
907,17.989,9,0.4256,4,0,1,4
908,18.3643,2,0.4254,1,0,0,1
909,2.7373,1,0.4253,0,0,0,1
910,94.057,9,0.4242,6,2,0,1
911,9.0284,6,0.4235,1,3,2,0
912,29.5201,17,0.4215,4,4,5,4
913,3.6518,2,0.4212,0,1,1,0
914,9.8783,3,0.4209,0,2,1,0
915,14.0972,2,0.4206,1,1,0,0
916,15.5824,3,0.4203,1,0,1,1
917,3.7507,1,0.4201,0,1,0,0
918,9.8407,13,0.4186,8,3,0,2
919,0.9975,1,0.4185,0,1,0,0
920,21.9474,5,0.4179,0,2,3,0
921,0.5174,2,0.4177,0,1,0,1
922,0.1498,1,0.4175,0,1,0,0
923,1.7502,1,0.4174,0,1,0,0
924,4.8407,2,0.4172,0,2,0,0
925,8.6597,2,0.4169,0,1,1,0
926,2.8755,1,0.4168,0,1,0,0
927,36.1593,25,0.4139,8,2,12,3
928,6.7515,1,0.4137,0,1,0,0
929,4.0008,1,0.4136,0,1,0,0
930,0.0875,1,0.4135,0,1,0,0
931,19.9471,16,0.4116,7,3,6,0
932,0.725,1,0.4115,0,1,0,0
933,0.4998,1,0.4114,0,1,0,0
934,0.875,1,0.4112,0,1,0,0
935,6.0552,5,0.4106,2,0,1,2
936,0.9801,2,0.4104,1,1,0,0
937,2.6107,2,0.4102,0,0,1,1
938,0.2998,1,0.4101,0,1,0,0
939,0.347,2,0.4098,1,0,0,1
940,55.3198,11,0.4085,3,3,2,3
941,1.3258,3,0.4082,0,2,1,0
942,5.5931,2,0.4079,0,1,0,1
943,54.2268,15,0.4061,3,6,5,1
944,1.5002,1,0.406,0,1,0,0
945,8.4837,3,0.4057,0,1,2,0
946,2.7505,1,0.4055,0,1,0,0
947,31.2698,43,0.4004,8,4,22,9
948,11.3442,4,0.4,2,0,1,1
949,2.6004,6,0.3992,0,0,4,2
950,11.6867,2,0.399,0,1,1,0
951,33.9698,13,0.3975,0,1,10,2
952,2.2503,1,0.3973,0,1,0,0
953,12.503,1,0.3972,0,1,0,0
954,17.9159,4,0.3968,0,3,1,0
955,7.856,4,0.3963,1,2,1,0
956,9.9998,1,0.3962,0,1,0,0
957,39.7195,5,0.3956,1,1,2,1
958,3.2216,1,0.3954,0,0,1,0
959,9.5597,3,0.3951,0,1,2,0
960,12.2497,3,0.3947,1,2,0,0
961,0.9621,5,0.3941,1,4,0,0
962,13.0231,8,0.3932,0,5,3,0
963,0.3998,1,0.3931,0,1,0,0
964,2.2503,1,0.393,0,1,0,0
965,3.1256,1,0.3928,0,1,0,0
966,13.1281,1,0.3927,0,1,0,0
967,9.2497,1,0.3926,0,1,0,0
968,1.1704,4,0.3921,0,2,2,0
969,3.0795,1,0.392,0,0,1,0
970,0.1051,1,0.3919,1,0,0,0
971,9.0018,2,0.3916,1,0,1,0
972,14.6088,2,0.3914,1,0,1,0
973,7.8152,1,0.3913,0,0,1,0
974,0.1419,1,0.3912,0,0,1,0
975,42.3593,13,0.3896,1,5,5,2
976,48.3168,30,0.3861,7,7,10,6
977,17.6646,13,0.3845,5,1,6,1
978,0.2604,1,0.3844,0,0,1,0
979,12.2946,8,0.3835,2,1,3,2
980,3.7909,5,0.3829,0,1,2,2
981,0.9282,2,0.3826,0,0,2,0
982,0.6999,1,0.3825,0,1,0,0
983,2.2802,2,0.3823,0,0,1,1
984,12.423,1,0.3821,0,0,1,0
985,0.2946,1,0.382,0,0,0,1
986,0.3314,1,0.3819,0,0,1,0
987,7.2013,2,0.3817,0,0,2,0
988,29.9652,2,0.3814,2,0,0,0
989,3.0892,7,0.3806,2,2,2,1
990,5.5433,1,0.3805,0,0,1,0
991,19.1451,10,0.3793,2,2,4,2
992,0.1498,1,0.3792,0,1,0,0
993,0.9474,1,0.3791,1,0,0,0
994,13.031,3,0.3787,0,1,1,1
995,25.7949,13,0.3772,5,3,3,2
996,0.805,2,0.3769,0,0,1,1
997,4.801,1,0.3768,0,0,0,1
998,16.2034,3,0.3764,0,0,3,0
999,21.4413,5,0.3759,0,0,4,1
1000,3.7507,1,0.3757,0,1,0,0
1001,0.0524,1,0.3756,0,0,0,1
1002,0.0058,1,0.3755,1,0,0,0
1003,2.8755,1,0.3754,0,1,0,0
1004,0.3498,1,0.3753,0,1,0,0
1005,0.5499,1,0.3751,0,1,0,0
1006,2.1003,1,0.375,0,1,0,0
1007,1.5002,1,0.3749,0,1,0,0
1008,33.0137,16,0.373,3,4,6,3
1009,1.2611,1,0.3729,0,0,0,1
1010,3.2506,1,0.3728,0,1,0,0
1011,0.2082,1,0.3726,0,0,0,1
1012,2.6897,3,0.3723,1,1,1,0
1013,16.8392,9,0.3712,4,0,4,1
1014,10.1103,5,0.3706,3,1,0,1
1015,2.5004,1,0.3705,0,1,0,0
1016,0.2893,1,0.3704,1,0,0,0
1017,0.675,1,0.3703,0,1,0,0
1018,4.0683,3,0.3699,0,2,0,1
1019,11.0132,2,0.3697,0,1,1,0
1020,0.2748,1,0.3696,0,1,0,0
1021,0.2248,1,0.3694,0,1,0,0
1022,167.9691,14,0.3678,3,3,8,0
1023,3.942,6,0.3671,1,1,3,1
1024,29.6201,3,0.3667,2,0,1,0
1025,1.6533,1,0.3666,0,0,1,0
1026,7.4507,6,0.3659,1,1,3,1
1027,2.7373,1,0.3658,1,0,0,0
1028,0.6394,1,0.3656,0,0,1,0
1029,0.3749,1,0.3655,0,1,0,0
1030,3.3898,2,0.3653,1,0,0,1
1031,11.9451,2,0.365,0,1,1,0
1032,1.5903,5,0.3645,1,2,1,1
1033,10.1113,5,0.3639,0,1,2,2
1034,1.3251,1,0.3637,0,1,0,0
1035,27.3778,7,0.3629,0,2,3,2
1036,0.6439,5,0.3623,0,1,3,1
1037,1.5396,1,0.3622,0,0,1,0
1038,7.3861,15,0.3604,8,4,3,0
1039,5.8956,3,0.3601,1,0,0,2
1040,2.5004,1,0.3599,0,1,0,0
1041,4.5259,1,0.3598,0,1,0,0
1042,0.9219,2,0.3596,0,1,1,0
1043,1.1772,5,0.359,0,3,1,1
1044,0.4249,1,0.3589,0,1,0,0
1045,5.5005,4,0.3584,0,1,2,1
1046,39.7591,21,0.3559,7,3,6,5
1047,1.05,1,0.3558,1,0,0,0
1048,0.0998,1,0.3557,0,1,0,0
1049,1.8422,2,0.3554,0,1,1,0
1050,2.6453,3,0.3551,0,3,0,0
1051,3.8585,2,0.3548,0,1,0,1
1052,2.6711,3,0.3545,0,1,1,1
1053,0.8836,3,0.3541,1,1,1,0
1054,5.7512,1,0.354,0,1,0,0
1055,9.154,5,0.3534,1,0,3,1
1056,6.6301,4,0.3529,0,1,2,1
1057,3.1573,7,0.3521,0,3,3,1
1058,2.4632,3,0.3517,0,0,3,0
1059,0.4025,1,0.3516,0,0,1,0
1060,2.2668,3,0.3513,0,0,3,0
1061,7.9912,2,0.351,0,0,0,2
1062,5.6929,9,0.35,1,1,4,3
1063,17.8269,6,0.3493,0,1,1,4
1064,1.2611,1,0.3491,0,0,0,1
1065,9.4993,3,0.3488,1,1,0,1
1066,7.8368,12,0.3474,4,3,3,2
1067,9.1912,3,0.347,0,1,1,1
1068,1.3686,1,0.3469,0,0,0,1
1069,3.7576,2,0.3466,1,0,1,0
1070,42.0997,8,0.3457,3,2,2,1
1071,3.0004,2,0.3455,1,0,1,0
1072,0.1632,1,0.3453,0,0,1,0
1073,0.2674,1,0.3452,0,0,1,0
1074,5.4485,1,0.3451,0,0,1,0
1075,26.2957,3,0.3447,0,0,3,0
1076,9.8861,3,0.3444,1,1,1,0
1077,0.3279,4,0.3439,1,1,1,1
1078,2.0724,2,0.3437,0,1,0,1
1079,4.3533,2,0.3434,1,1,0,0
1080,6.7118,2,0.3432,0,0,1,1
1081,2.0616,3,0.3428,1,1,0,1
1082,13.5079,4,0.3424,0,2,1,1
1083,18.539,7,0.3415,1,2,2,2
1084,6.1489,1,0.3414,0,1,0,0
1085,3.9006,8,0.3405,0,2,4,2
1086,0.5921,1,0.3403,0,0,1,0
1087,0.5998,3,0.34,0,0,2,1
1088,0.3788,1,0.3399,0,0,1,0
1089,22.4047,5,0.3393,1,1,3,0
1090,4.7139,3,0.3389,0,1,2,0
1091,8.6071,2,0.3387,0,0,1,1
1092,12.7563,6,0.338,0,2,4,0
1093,13.3447,3,0.3376,2,0,1,0
1094,728.0883,392,0.2911,106,112,93,81
1095,82.2641,78,0.2818,13,25,36,4
1096,30.1503,25,0.2788,11,5,4,5
1097,0.0873,1,0.2787,0,1,0,0
1098,7.2119,2,0.2785,0,0,1,1
1099,1.3027,1,0.2784,0,0,1,0
1100,4.626,1,0.2782,0,1,0,0
1101,7.8313,6,0.2775,0,1,4,1
1102,11.4433,2,0.2773,0,1,1,0
1103,0.017,1,0.2772,0,1,0,0
1104,0.3998,1,0.2771,0,1,0,0
1105,48.0129,14,0.2754,4,7,3,0
1106,19.8597,3,0.275,1,1,1,0
1107,0.5999,1,0.2749,0,1,0,0
1108,3.5374,4,0.2744,1,1,0,2
1109,0.8719,3,0.2741,0,1,0,2
1110,2.2503,1,0.274,0,1,0,0
1111,1.2496,1,0.2738,0,1,0,0
1112,1.075,1,0.2737,0,1,0,0
1113,0.5999,1,0.2736,0,1,0,0
1114,18.6804,4,0.2731,1,3,0,0
1115,0.725,1,0.273,0,1,0,0
1116,0.4944,2,0.2728,0,0,0,2
1117,18.0196,9,0.2717,2,3,3,1
1118,33.6569,10,0.2705,1,1,6,2
1119,6.9282,9,0.2695,0,5,3,1
1120,12.1091,17,0.2674,2,4,4,7
1121,7.6175,7,0.2666,0,4,3,0
1122,6.1489,1,0.2665,0,1,0,0
1123,19.7608,7,0.2657,1,5,0,1
1124,1.8421,2,0.2654,0,1,0,1
1125,62.5574,34,0.2614,11,14,5,4
1126,5.2638,3,0.261,1,1,0,1
1127,1.5854,1,0.2609,0,0,0,1
1128,15.5422,5,0.2603,3,1,1,0
1129,14.1477,3,0.26,2,1,0,0
1130,1.1323,5,0.2594,3,1,0,1
1131,9.4982,3,0.259,0,1,2,0
1132,1.5396,1,0.2589,0,0,1,0
1133,17.945,7,0.2581,1,2,4,0
1134,23.4046,7,0.2572,0,0,7,0
1135,28.0502,4,0.2567,0,1,3,0
1136,21.8001,13,0.2552,6,1,2,4
1137,2.1317,2,0.255,0,1,0,1
1138,5.7512,1,0.2548,0,1,0,0
1139,1.4976,1,0.2547,0,1,0,0
1140,4.4744,2,0.2545,0,0,1,1
1141,9.7337,2,0.2543,0,1,0,1
1142,1.6252,1,0.2541,0,1,0,0
1143,2.3753,1,0.254,0,1,0,0
1144,3.6244,1,0.2539,0,0,1,0
1145,2.0003,1,0.2538,0,1,0,0
1146,1.8749,2,0.2535,0,2,0,0
1147,1.2791,1,0.2534,0,0,1,0
1148,3.4257,1,0.2533,0,1,0,0
1149,1.3751,1,0.2532,0,1,0,0
1150,29.3658,9,0.2521,3,3,1,2
1151,7.4091,3,0.2518,0,1,2,0
1152,2.4979,1,0.2516,0,1,0,0
1153,14.236,1,0.2515,0,1,0,0
1154,17.0209,7,0.2507,3,2,2,0
1155,44.9986,18,0.2486,4,7,6,1
1156,4.3757,2,0.2483,0,2,0,0
1157,8.6268,2,0.2481,0,2,0,0
1158,7.3041,2,0.2478,0,1,1,0
1159,15.4793,4,0.2474,2,1,1,0
1160,16.937,6,0.2467,0,1,4,1
1161,106.1118,43,0.2415,11,12,9,11
1162,7.1985,12,0.2401,0,3,8,1
1163,15.5038,1,0.24,0,1,0,0
1164,1.1281,5,0.2394,0,2,2,1
1165,9.9735,3,0.2391,0,0,3,0
1166,9.6197,5,0.2385,1,2,1,1
1167,1.5815,2,0.2382,0,1,0,1
1168,11.1997,2,0.238,0,1,1,0
1169,9.8417,2,0.2377,1,1,0,0
1170,2.2503,1,0.2376,0,1,0,0
1171,30.216,10,0.2364,1,4,5,0
1172,14.0534,1,0.2363,0,1,0,0
1173,4.0647,4,0.2358,1,1,2,0
1174,0.0377,1,0.2357,0,0,0,1
1175,13.2888,2,0.2355,0,1,1,0
1176,7.7183,4,0.235,0,3,1,0
1177,13.278,14,0.2334,1,3,7,3
1178,1.0526,1,0.2332,1,0,0,0
1179,4.0064,6,0.2325,2,1,1,2
1180,40.3638,12,0.2311,5,1,3,3
1181,14.3247,6,0.2304,1,2,3,0
1182,4.2114,1,0.2303,1,0,0,0
1183,4.5009,1,0.2301,0,1,0,0
1184,13.8514,4,0.2297,0,2,2,0
1185,0.7047,2,0.2294,0,2,0,0
1186,4.1164,3,0.2291,0,0,2,1
1187,17.0041,6,0.2284,0,1,4,1
1188,7.6433,4,0.2279,0,0,3,1
1189,1.0169,4,0.2274,0,0,2,2
1190,0.0187,1,0.2273,0,0,0,1
1191,14.6449,4,0.2268,2,1,1,0
1192,28.6497,10,0.2256,9,0,1,0
1193,7.2516,1,0.2255,0,1,0,0
1194,20.4343,2,0.2253,0,1,1,0
1195,1.5002,1,0.2252,0,1,0,0
1196,4.7783,18,0.223,0,12,6,0
1197,2.0087,1,0.2229,0,0,1,0
1198,15.1877,2,0.2227,0,0,1,1
1199,8.9258,3,0.2223,0,1,2,0
1200,5.093,2,0.2221,0,0,2,0
1201,4.264,1,0.222,0,0,1,0
1202,32.2611,6,0.2212,0,2,4,0
1203,6.9921,2,0.221,0,1,1,0
1204,15.4341,5,0.2204,2,1,1,1
1205,13.7632,4,0.2199,2,0,1,1
1206,0.3314,1,0.2198,1,0,0,0
1207,19.9779,4,0.2193,1,1,2,0
1208,2.8953,1,0.2192,1,0,0,0
1209,0.2366,1,0.2191,1,0,0,0
1210,5.7512,1,0.219,0,1,0,0
1211,0.825,1,0.2189,0,1,0,0
1212,0.2748,1,0.2187,0,1,0,0
1213,0.4374,1,0.2186,0,1,0,0
1214,9.564,3,0.2183,0,1,1,1
1215,36.163,10,0.2171,3,4,3,0
1216,2.1696,3,0.2167,0,2,1,0
1217,7.3041,2,0.2165,0,1,1,0
1218,2.1253,1,0.2164,0,1,0,0
1219,16.8335,10,0.2152,2,3,4,1
1220,8.87,3,0.2148,0,1,2,0
1221,1.1843,1,0.2147,0,0,1,0
1222,0.0998,1,0.2146,0,1,0,0
1223,1.075,1,0.2145,0,1,0,0
1224,2.6713,2,0.2142,0,1,1,0
1225,19.6818,15,0.2125,4,5,6,0
1226,23.8663,3,0.2121,0,2,1,0
1227,9.1123,6,0.2114,1,0,5,0
1228,0.0998,1,0.2113,0,1,0,0
1229,4.2006,2,0.211,0,2,0,0
1230,18.4292,10,0.2098,1,4,4,1
1231,2.5529,2,0.2096,0,1,0,1
1232,1.7502,1,0.2095,0,1,0,0
1233,0.3587,2,0.2092,1,1,0,0
1234,12.1279,1,0.2091,0,1,0,0
1235,59.1459,4,0.2087,1,1,2,0
1236,6.3683,2,0.2084,0,1,1,0
1237,10.2323,8,0.2075,0,5,2,1
1238,24.0979,15,0.2057,4,8,0,3
1239,13.6217,8,0.2047,0,3,4,1
1240,5.4506,3,0.2044,0,2,1,0
1241,1.2501,1,0.2043,0,1,0,0
1242,10.2783,3,0.2039,0,1,2,0
1243,0.3998,1,0.2038,0,1,0,0
1244,3.2506,1,0.2037,0,1,0,0
1245,24.7578,9,0.2026,1,0,3,5
1246,1.5002,1,0.2025,0,1,0,0
1247,20.6782,7,0.2016,5,1,1,0
1248,22.1501,2,0.2014,0,0,1,1
1249,1.5002,1,0.2013,0,1,0,0
1250,0.6589,3,0.2009,0,2,1,0
1251,0.4498,1,0.2008,0,1,0,0
1252,3.8255,2,0.2006,0,2,0,0
1253,8.6151,3,0.2002,0,2,1,0
1254,17.0949,9,0.1992,0,1,7,1
1255,2.1253,1,0.199,0,1,0,0
1256,14.6472,11,0.1977,0,0,9,2
1257,15.9246,3,0.1974,0,1,2,0
1258,4.264,1,0.1973,0,0,1,0
1259,59.9018,20,0.1949,9,5,3,3
1260,0.0052,1,0.1948,0,0,1,0
1261,10.0642,8,0.1938,2,0,6,0
1262,11.193,5,0.1932,0,2,3,0
1263,31.4602,3,0.1929,0,1,2,0
1264,9.715,3,0.1925,0,2,1,0
1265,6.2823,7,0.1917,0,4,3,0
1266,63.061,10,0.1905,5,2,3,0
