episode,return,length,epsilon,act0,act1,act2,act3
1267,9.8571,3,0.1901,0,1,2,0
1268,3.4007,5,0.1895,1,1,2,1
1269,2.0129,5,0.1889,0,1,1,3
1270,6.1979,5,0.1883,1,1,1,2
1271,4.6192,2,0.1881,0,1,1,0
1272,6.1075,6,0.1874,3,2,1,0
1273,4.0008,1,0.1873,0,1,0,0
1274,13.58,5,0.1867,0,2,3,0
1275,21.4209,3,0.1863,0,2,1,0
1276,8.7518,2,0.1861,0,2,0,0
1277,0.9544,2,0.1859,0,1,1,0
1278,2.1326,2,0.1856,0,2,0,0
1279,0.9747,2,0.1854,0,2,0,0
1280,10.5262,1,0.1853,1,0,0,0
1281,2.0003,1,0.1851,0,1,0,0
1282,0.2094,3,0.1848,0,3,0,0
1283,11.3459,2,0.1845,0,1,1,0
1284,4.5009,1,0.1844,0,1,0,0
1285,9.2651,2,0.1842,0,1,1,0
1286,9.7506,2,0.184,0,1,0,1
1287,4.5009,1,0.1838,0,1,0,0
1288,1.125,1,0.1837,0,1,0,0
1289,6.4246,3,0.1834,0,1,2,0
1290,18.6119,12,0.1819,3,1,3,5
1291,6.5012,2,0.1817,0,2,0,0
1292,5.6931,2,0.1815,1,0,1,0
1293,1.1346,1,0.1813,0,0,1,0
1294,0.2104,1,0.1812,1,0,0,0
1295,0.7105,1,0.1811,0,0,1,0
1296,1.9274,3,0.1807,1,1,1,0
1297,18.7861,2,0.1805,1,0,1,0
1298,4.7372,4,0.18,0,3,1,0
1299,12.4135,1,0.1799,0,0,1,0
1300,80.0961,15,0.1781,9,1,3,2
1301,9.8179,2,0.1779,0,1,1,0
1302,7.7183,5,0.1773,1,1,3,0
1303,24.3211,13,0.1758,3,1,6,3
1304,14.547,9,0.1747,2,3,1,3
1305,27.7171,3,0.1743,0,0,3,0
1306,0.6246,2,0.1741,0,2,0,0
1307,2.4979,1,0.174,0,1,0,0
1308,150.5138,15,0.1722,7,3,4,1
1309,71.8981,23,0.1695,9,2,6,6
1310,36.589,19,0.1672,8,5,4,2
1311,15.2005,3,0.1669,1,0,1,1
1312,0.4624,1,0.1667,0,1,0,0
1313,3.8008,1,0.1666,0,1,0,0
1314,1.6943,4,0.1661,0,1,1,2
1315,6.7118,2,0.1659,0,0,1,1
1316,8.7981,3,0.1655,0,1,2,0
1317,13.337,3,0.1652,0,0,3,0
1318,0.829,1,0.1651,0,0,1,0
1319,23.0844,3,0.1647,0,0,2,1
1320,3.1477,3,0.1644,0,0,3,0
1321,5.5809,3,0.164,0,2,1,0
1322,9.4735,1,0.1639,0,0,1,0
1323,14.3514,7,0.1631,0,2,5,0
1324,3.1071,4,0.1626,0,2,2,0
1325,0.3066,2,0.1623,0,1,1,0
1326,5.4744,3,0.162,0,0,2,1
1327,11.6471,4,0.1615,0,1,3,0
1328,4.9698,2,0.1613,0,0,2,0
1329,56.602,5,0.1607,2,1,2,0
1330,1.7054,1,0.1606,0,0,1,0
1331,0.2011,1,0.1604,0,0,1,0
1332,8.3701,2,0.1602,0,1,1,0
1333,40.1331,10,0.159,4,3,2,1
1334,5.6615,2,0.1588,0,0,2,0
1335,31.0776,7,0.1579,3,0,4,0
1336,34.9483,10,0.1568,5,2,2,1
1337,0.7674,1,0.1566,0,0,1,0
1338,6.7199,4,0.1562,0,2,2,0
1339,1.2611,1,0.156,0,0,0,1
1340,10.6595,5,0.1555,2,0,1,2
1341,0.1999,1,0.1553,0,1,0,0
1342,3.2285,2,0.1551,0,1,0,1
1343,16.5088,2,0.1549,0,2,0,0
1344,30.3753,4,0.1544,2,0,2,0
1345,22.0484,19,0.1521,2,2,11,4
1346,14.9836,1,0.152,0,1,0,0
1347,0.9151,4,0.1515,1,0,0,3
1348,1.3573,3,0.1512,0,2,0,1
1349,13.3711,3,0.1508,2,1,0,0
1350,5.7512,1,0.1507,0,1,0,0
1351,26.6077,8,0.1498,3,3,1,1
1352,3.6518,2,0.1495,0,1,1,0
1353,16.6482,3,0.1492,0,1,2,0
1354,40.3907,14,0.1475,0,2,9,3
1355,0.4735,1,0.1474,0,0,1,0
1356,4.264,1,0.1473,0,0,1,0
1357,28.187,7,0.1464,3,0,4,0
1358,0.6654,1,0.1463,0,0,1,0
1359,16.4507,4,0.1458,2,0,2,0
1360,10.1453,11,0.1445,5,6,0,0
1361,1.362,1,0.1444,0,0,1,0
1362,1.3027,1,0.1443,0,0,1,0
1363,1.4449,1,0.1442,0,0,1,0
1364,21.9602,3,0.1438,0,0,3,0
1365,2.4555,8,0.1429,0,3,4,1
1366,3.6257,6,0.1422,0,0,2,4
1367,1.3442,4,0.1417,0,0,2,2
1368,33.5037,5,0.1411,0,1,3,1
1369,0.1182,1,0.141,0,0,1,0
1370,9.2061,9,0.1399,0,3,3,3
1371,4.264,1,0.1398,0,0,1,0
1372,2.3688,1,0.1397,1,0,0,0
1373,8.4764,8,0.1387,0,4,3,1
1374,32.7215,12,0.1373,7,0,4,1
1375,0.2367,1,0.1372,0,0,1,0
1376,1.3849,2,0.1369,0,0,1,1
1377,2.0135,1,0.1368,0,0,1,0
1378,186.2219,54,0.1304,13,4,36,1
1379,11.6529,6,0.1297,3,1,2,0
1380,4.0061,4,0.1292,0,1,1,2
1381,16.6583,3,0.1289,0,0,3,0
1382,0.3788,1,0.1287,0,0,1,0
1383,54.5675,23,0.126,3,8,10,2
1384,1.8738,4,0.1255,0,1,3,0
1385,0.1893,1,0.1254,0,0,1,0
1386,8.2804,11,0.1241,2,4,3,2
1387,5.6854,1,0.124,0,0,1,0
1388,7.6988,2,0.1237,0,0,2,0
1389,3.7927,2,0.1235,0,1,1,0
1390,27.8139,5,0.1229,2,0,3,0
1391,11.229,1,0.1228,0,0,1,0
1392,3.3161,2,0.1226,0,0,2,0
1393,1.9079,2,0.1223,0,0,1,1
1394,14.6878,1,0.1222,0,0,1,0
1395,1.7766,1,0.1221,0,0,1,0
1396,4.3765,7,0.1213,1,4,2,0
1397,2.7692,1,0.1211,0,0,1,0
1398,0.068,2,0.1209,0,0,1,1
1399,20.2001,10,0.1197,7,0,3,0
1400,1.1225,1,0.1196,0,1,0,0
1401,6.4668,3,0.1192,0,0,3,0
1402,5.3795,9,0.1182,1,2,2,4
1403,11.821,2,0.1179,0,0,2,0
1404,20.2512,6,0.1172,1,2,3,0
1405,5.5393,3,0.1169,0,2,1,0
1406,1.8511,7,0.116,1,4,2,0
1407,7.6038,3,0.1157,0,0,3,0
1408,2.3214,1,0.1156,0,0,1,0
1409,0.4735,1,0.1154,0,0,1,0
1410,3.5768,2,0.1152,0,0,2,0
1411,7.1915,5,0.1146,2,1,2,0
1412,3.2216,1,0.1145,0,0,1,0
1413,12.685,8,0.1135,1,3,3,1
1414,4.5689,3,0.1132,0,1,2,0
1415,7.0931,4,0.1127,0,1,2,1
1416,7.1067,2,0.1125,0,0,2,0
1417,10.0681,1,0.1123,0,0,1,0
1418,11.8444,3,0.112,0,0,3,0
1419,22.8048,4,0.1115,2,0,2,0
1420,2.9609,2,0.1113,0,0,2,0
1421,1.1578,2,0.111,1,0,0,1
1422,4.0272,1,0.1109,0,0,1,0
1423,5.4485,1,0.1108,0,0,1,0
1424,5.567,1,0.1107,0,0,1,0
1425,11.5549,8,0.1097,4,1,3,0
1426,4.5259,1,0.1096,0,1,0,0
1427,43.8338,6,0.1089,0,2,4,0
1428,3.6582,3,0.1085,0,1,2,0
1429,4.6194,1,0.1084,0,0,1,0
1430,7.6753,2,0.1082,0,0,2,0
1431,298.0236,110,0.0951,22,37,15,36
1432,7.7335,3,0.0948,1,1,1,0
1433,5.1305,5,0.0942,0,2,3,0
1434,8.7629,1,0.0941,0,0,1,0
1435,1.4732,3,0.0937,0,2,1,0
1436,0.829,1,0.0936,0,0,1,0
1437,14.6,2,0.0933,0,0,2,0
1438,1.1843,1,0.0932,0,0,1,0
1439,7.1069,1,0.0931,0,0,1,0
1440,32.2017,3,0.0928,0,0,3,0
1441,33.2225,4,0.0923,0,0,3,1
1442,3.0768,2,0.092,0,0,2,0
1443,6.8436,1,0.0919,1,0,0,0
1444,40.7509,16,0.09,5,0,4,7
1445,6.2986,9,0.089,1,8,0,0
1446,0.775,1,0.0888,0,1,0,0
1447,0.1223,1,0.0887,0,1,0,0
1448,0.3498,1,0.0886,0,1,0,0
1449,0.3498,1,0.0885,0,1,0,0
1450,14.4708,6,0.0878,1,2,3,0
1451,6.1471,2,0.0875,0,1,1,0
1452,0.3314,1,0.0874,0,0,1,0
1453,0.4912,2,0.0872,0,1,1,0
1454,4.264,1,0.0871,0,0,1,0
1455,8.7652,1,0.0869,0,0,1,0
1456,4.3825,1,0.0868,0,0,1,0
1457,2.6126,3,0.0865,0,1,2,0
1458,5.4485,1,0.0863,0,0,1,0
1459,1.7265,2,0.0861,0,0,2,0
1460,4.5127,4,0.0856,0,1,3,0
1461,3.9321,2,0.0854,0,0,2,0
1462,2.0087,1,0.0853,0,0,1,0
1463,1.173,2,0.085,0,1,1,0
1464,14.1742,2,0.0848,1,0,1,0
1465,0.4055,2,0.0846,0,1,1,0
1466,63.5294,10,0.0834,4,5,0,1
1467,0.0247,1,0.0833,0,1,0,0
1468,1.5002,1,0.0831,0,1,0,0
1469,17.1377,11,0.0818,3,6,2,0
1470,13.2662,2,0.0816,0,0,2,0
1471,0.1161,1,0.0815,0,0,1,0
1472,5.5188,4,0.081,0,0,4,0
1473,0.0797,1,0.0809,0,1,0,0
1474,16.7352,4,0.0804,0,1,3,0
1475,1.1748,2,0.0802,0,1,1,0
1476,25.4769,4,0.0797,1,2,1,0
1477,2.0501,2,0.0795,0,2,0,0
1478,14.728,3,0.0791,0,3,0,0
1479,14.8146,4,0.0786,1,3,0,0
1480,5.2916,12,0.0772,0,8,2,2
1481,1.4212,1,0.0771,0,0,1,0
1482,2.7953,1,0.077,0,0,1,0
1483,4.7378,1,0.0768,0,0,1,0
1484,0.4025,1,0.0767,0,0,1,0
1485,45.5774,5,0.0761,2,0,3,0
1486,0.3749,1,0.076,0,1,0,0
1487,3.4733,5,0.0754,0,4,1,0
1488,1.8753,1,0.0753,0,1,0,0
1489,10.1867,1,0.0752,0,0,1,0
1490,11.7877,4,0.0747,1,2,0,1
1491,44.4086,13,0.0732,10,2,0,1
1492,1.0976,1,0.073,0,1,0,0
1493,3.026,9,0.072,0,1,5,3
1494,1.5002,1,0.0719,0,1,0,0
1495,0.7999,1,0.0717,0,1,0,0
1496,1.5002,1,0.0716,0,1,0,0
1497,3.1474,5,0.071,1,1,3,0
1498,8.3917,5,0.0704,1,4,0,0
1499,0.01,1,0.0703,0,1,0,0
1500,18.5044,2,0.0701,1,0,1,0
1501,13.9106,4,0.0696,0,2,1,1
1502,1.5002,1,0.0695,0,1,0,0
1503,27.9192,2,0.0692,0,1,0,1
1504,0.0998,1,0.0691,0,1,0,0
1505,17.9601,4,0.0686,0,2,2,0
1506,0.5749,1,0.0685,0,1,0,0
1507,2.4979,1,0.0684,0,1,0,0
1508,19.237,4,0.0679,2,1,1,0
1509,0.3498,1,0.0678,0,1,0,0
1510,3.2398,3,0.0675,0,1,1,1
1511,13.1032,1,0.0673,0,1,0,0
1512,1.8252,1,0.0672,0,1,0,0
1513,24.0392,5,0.0666,2,2,1,0
1514,6.2764,1,0.0665,0,1,0,0
1515,13.979,4,0.066,2,1,1,0
1516,6.9633,2,0.0658,0,1,1,0
1517,9.8572,3,0.0654,2,1,0,0
1518,9.5023,1,0.0653,0,1,0,0
1519,2.3653,2,0.0651,1,1,0,0
1520,3.3164,1,0.065,0,0,1,0
1521,0.8969,3,0.0646,1,0,2,0
1522,1.0184,1,0.0645,0,0,1,0
1523,0.5313,2,0.0643,0,0,1,1
1524,2.2503,1,0.0641,0,1,0,0
1525,2.6261,4,0.0637,1,0,1,2
1526,1.5002,1,0.0635,0,1,0,0
1527,25.5993,4,0.0631,0,3,1,0
1528,11.1997,2,0.0628,0,1,1,0
1529,3.7507,1,0.0627,0,1,0,0
1530,8.4874,2,0.0625,0,1,1,0
1531,4.6805,5,0.0619,0,4,1,0
1532,12.4951,2,0.0616,0,1,1,0
1533,46.2404,11,0.0603,3,3,4,1
1534,11.8958,6,0.0596,3,0,1,2
1535,1.6581,1,0.0595,0,0,1,0
1536,6.6374,5,0.0589,0,1,3,1
1537,9.5861,9,0.0578,1,5,3,0
1538,0.5447,1,0.0577,0,0,1,0
1539,12.9346,2,0.0575,0,0,2,0
1540,0.8722,2,0.0572,0,2,0,0
1541,9.6594,4,0.0568,2,1,1,0
1542,31.2023,8,0.0558,5,2,0,1
1543,9.9953,3,0.0555,0,2,1,0
1544,30.5851,12,0.054,9,2,1,0
1545,1.7158,2,0.0538,0,1,0,1
1546,0.1053,2,0.0536,0,1,0,1
1547,0.0498,1,0.0534,0,1,0,0
1548,24.6563,6,0.0527,3,2,1,0
1549,2.2503,1,0.0526,0,1,0,0
1550,10.8571,4,0.0521,0,3,1,0
1551,2.4162,1,0.052,0,0,1,0
1552,1.7047,5,0.0514,0,2,3,0
1553,3.2368,4,0.051,0,3,1,0
1554,3.9087,1,0.0508,0,0,1,0
1555,2.1319,1,0.0507,0,0,1,0
1556,10.1531,10,0.05,3,3,4,0
1557,6.1035,3,0.05,0,1,2,0
1558,8.2516,2,0.05,0,2,0,0
1559,0.5324,1,0.05,0,1,0,0
1560,15.9991,9,0.05,6,2,1,0
1561,18.4343,12,0.05,10,1,0,1
1562,2.2479,1,0.05,0,1,0,0
1563,34.6799,12,0.05,9,1,0,2
1564,8.3276,4,0.05,0,0,1,3
1565,2.0421,2,0.05,0,0,1,1
1566,0.1537,1,0.05,0,0,1,0
1567,7.1855,2,0.05,1,0,1,0
1568,6.7113,4,0.05,2,0,2,0
1569,9.2497,1,0.05,0,1,0,0
1570,4.5009,1,0.05,0,1,0,0
1571,4.694,2,0.05,0,1,1,0
1572,5.6671,2,0.05,0,1,1,0
1573,4.5009,1,0.05,0,1,0,0
1574,30.2645,16,0.05,10,3,0,3
1575,0.6371,1,0.05,0,0,1,0
1576,12.9302,6,0.05,2,2,2,0
1577,7.1603,4,0.05,3,1,0,0
1578,26.7875,11,0.05,2,7,2,0
1579,9.4459,5,0.05,0,2,1,2
1580,4.3426,3,0.05,1,1,0,1
1581,11.1411,5,0.05,2,1,1,1
1582,3.2506,1,0.05,0,1,0,0
1583,24.441,5,0.05,1,4,0,0
1584,10.9632,2,0.05,0,1,1,0
1585,13.8573,6,0.05,4,1,1,0
1586,1.0997,2,0.05,0,2,0,0
1587,7.9883,2,0.05,1,1,0,0
1588,4.0838,3,0.05,0,2,1,0
1589,2.2503,1,0.05,0,1,0,0
1590,7.3429,8,0.05,0,4,4,0
1591,664.4224,453,0.05,131,143,68,111
1592,5.9879,2,0.05,0,1,0,1
1593,2.1404,1,0.05,0,1,0,0
1594,0.0748,1,0.05,0,1,0,0
1595,5.5878,2,0.05,0,1,0,1
1596,3.2506,1,0.05,0,1,0,0
1597,3.431,4,0.05,0,1,0,3
1598,4.9986,1,0.05,0,1,0,0
1599,16.499,5,0.05,0,1,1,3
1600,2.1404,1,0.05,0,1,0,0
1601,1.5902,1,0.05,0,1,0,0
1602,2.5976,2,0.05,0,2,0,0
1603,3.3006,1,0.05,0,1,0,0
1604,3.0863,3,0.05,0,1,1,1
1605,0.6499,1,0.05,0,1,0,0
1606,11.8877,4,0.05,1,3,0,0
1607,2.7005,1,0.05,0,1,0,0
1608,7.6328,3,0.05,0,2,1,0
1609,8.2494,1,0.05,0,1,0,0
1610,1.3998,2,0.05,0,2,0,0
1611,7.2381,3,0.05,0,1,2,0
1612,14.0277,4,0.05,0,4,0,0
1613,42.7297,19,0.05,14,4,1,0
1614,0.6997,2,0.05,0,2,0,0
1615,0.8617,4,0.05,0,4,0,0
1616,16.1898,5,0.05,2,2,1,0
1617,79.6596,27,0.05,18,3,2,4
1618,35.816,26,0.05,7,16,1,2
1619,1.1757,5,0.05,0,3,2,0
1620,6.3414,3,0.05,0,3,0,0
1621,0.2998,1,0.05,0,1,0,0
1622,6.0159,10,0.05,2,2,3,3
1623,0.4498,1,0.05,0,1,0,0
1624,19.9842,6,0.05,0,2,1,3
1625,11.3573,4,0.05,1,1,0,2
1626,15.3265,5,0.05,1,1,0,3
1627,4.9865,4,0.05,0,3,0,1
1628,15.8682,17,0.05,1,4,12,0
1629,5.0172,4,0.05,0,1,0,3
1630,0.3292,3,0.05,0,1,2,0
1631,1.8252,1,0.05,0,1,0,0
1632,2.1404,1,0.05,0,1,0,0
1633,3.7507,1,0.05,0,1,0,0
1634,21.109,19,0.05,5,10,0,4
1635,1.1876,1,0.05,0,1,0,0
1636,1.1001,1,0.05,0,1,0,0
1637,6.5015,1,0.05,0,1,0,0
1638,3.6079,2,0.05,0,2,0,0
1639,16.7964,6,0.05,4,2,0,0
1640,3.6559,2,0.05,0,1,1,0
1641,5.6458,2,0.05,0,1,0,1
1642,14.3117,5,0.05,1,3,0,1
1643,16.5405,3,0.05,1,1,0,1
1644,32.8293,4,0.05,2,1,0,1
1645,42.8022,9,0.05,4,4,0,1
1646,13.8227,3,0.05,1,2,0,0
1647,4.0008,1,0.05,0,1,0,0
1648,2.2503,1,0.05,0,1,0,0
1649,0.2248,1,0.05,0,1,0,0
1650,5.231,3,0.05,0,1,1,1
1651,16.2544,11,0.05,2,4,4,1
1652,8.2494,1,0.05,0,1,0,0
1653,0.0498,1,0.05,0,1,0,0
1654,61.6555,4,0.05,0,0,4,0
1655,0.4749,1,0.05,0,1,0,0
1656,13.7196,5,0.05,1,3,1,0
1657,7.5879,4,0.05,2,1,1,0
1658,6.5015,1,0.05,0,1,0,0
1659,14.5598,3,0.05,1,2,0,0
1660,6.5015,1,0.05,0,1,0,0
1661,27.2132,14,0.05,0,12,2,0
1662,8.1269,1,0.05,0,1,0,0
1663,6.6684,3,0.05,0,1,1,1
1664,0.3788,1,0.05,0,0,1,0
1665,3.5924,3,0.05,0,0,1,2
1666,0.4712,1,0.05,0,0,1,0
1667,5.8563,2,0.05,0,1,0,1
1668,7.4602,9,0.05,1,4,1,3
1669,0.4249,1,0.05,0,1,0,0
1670,43.2724,9,0.05,3,3,2,1
1671,0.0748,1,0.05,0,1,0,0
1672,29.0897,13,0.05,1,2,8,2
1673,37.7556,7,0.05,2,1,4,0
1674,8.3453,4,0.05,1,2,1,0
1675,21.9516,6,0.05,3,2,1,0
1676,9.2385,3,0.05,1,1,0,1
1677,5.0337,2,0.05,0,1,0,1
1678,5.7512,1,0.05,0,1,0,0
1679,0.6499,1,0.05,0,1,0,0
1680,1.7502,1,0.05,0,1,0,0
1681,0.3148,1,0.05,0,1,0,0
1682,5.3064,6,0.05,1,3,0,2
1683,10.8035,3,0.05,1,1,0,1
1684,31.1996,4,0.05,1,2,1,0
1685,5.5012,1,0.05,0,1,0,0
1686,2.4754,1,0.05,0,1,0,0
1687,23.7149,2,0.05,0,1,1,0
1688,2.1003,1,0.05,0,1,0,0
1689,0.5249,1,0.05,0,1,0,0
1690,0.4998,1,0.05,0,1,0,0
1691,0.6499,1,0.05,0,1,0,0
1692,28.7131,15,0.05,6,3,5,1
1693,117.2537,115,0.05,27,69,18,1
1694,6.2643,2,0.05,0,1,0,1
1695,14.9078,6,0.05,3,1,0,2
1696,0.0323,1,0.05,0,1,0,0
1697,27.6014,2,0.05,0,1,0,1
1698,13.3027,3,0.05,0,2,0,1
1699,2.6805,2,0.05,0,1,0,1
1700,1.4376,4,0.05,0,3,0,1
1701,0.1623,1,0.05,0,1,0,0
1702,8.0015,2,0.05,0,2,0,0
1703,9.4363,2,0.05,0,1,0,1
1704,7.2516,1,0.05,0,1,0,0
1705,41.5083,9,0.05,6,1,1,1
1706,3.3952,2,0.05,0,1,0,1
1707,8.0019,1,0.05,0,1,0,0
1708,25.1028,5,0.05,3,1,0,1
1709,6.9219,6,0.05,0,3,3,0
1710,1.3337,4,0.05,0,1,2,1
1711,7.3123,11,0.05,2,7,0,2
1712,8.2494,1,0.05,0,1,0,0
1713,1.075,1,0.05,0,1,0,0
1714,30.6589,13,0.05,6,6,0,1
1715,4.2118,12,0.05,0,8,2,2
1716,15.5038,1,0.05,0,1,0,0
1717,9.4853,11,0.05,1,9,1,0
1718,9.6162,3,0.05,0,1,1,1
1719,8.4209,1,0.05,0,0,0,1
1720,15.5038,1,0.05,0,1,0,0
1721,4.0461,4,0.05,2,2,0,0
1722,9.6909,4,0.05,3,1,0,0
1723,1.175,1,0.05,0,1,0,0
1724,3.7507,1,0.05,0,1,0,0
1725,0.95,1,0.05,0,1,0,0
1726,12.4621,7,0.05,4,1,1,1
1727,14.5052,7,0.05,2,2,1,2
1728,15.424,4,0.05,0,3,0,1
1729,7.9882,4,0.05,0,1,0,3
1730,12.1327,3,0.05,0,1,0,2
1731,2.0724,2,0.05,0,1,0,1
1732,3.7308,2,0.05,0,1,0,1
1733,2.7505,1,0.05,0,1,0,0
1734,0.0702,2,0.05,0,1,0,1
1735,1.8753,1,0.05,0,1,0,0
1736,3.2506,1,0.05,0,1,0,0
1737,0.1498,1,0.05,0,1,0,0
1738,0.0373,1,0.05,0,1,0,0
1739,1.0851,3,0.05,0,1,0,2
1740,9.0062,5,0.05,0,3,1,1
1741,0.8764,1,0.05,0,0,1,0
1742,8.7629,1,0.05,0,0,1,0
1743,15.8494,5,0.05,0,0,4,1
1744,0.5499,1,0.05,0,1,0,0
1745,2.3688,1,0.05,0,0,1,0
1746,2.4872,1,0.05,0,0,1,0
1747,2.3688,1,0.05,0,0,1,0
1748,8.2516,2,0.05,0,2,0,0
1749,3.8257,1,0.05,0,1,0,0
1750,17.379,2,0.05,0,2,0,0
1751,25.4951,26,0.05,5,20,0,1
1752,13.1612,8,0.05,3,2,0,3
1753,1.2476,1,0.05,0,1,0,0
1754,31.2153,14,0.05,6,3,5,0
1755,5.0008,2,0.05,0,2,0,0
1756,0.875,1,0.05,0,1,0,0
1757,8.252,1,0.05,0,1,0,0
1758,26.1913,12,0.05,1,9,2,0
1759,107.4093,20,0.05,6,5,0,9
1760,4.8576,2,0.05,0,1,0,1
1761,10.5277,4,0.05,0,2,0,2
1762,15.5038,1,0.05,0,1,0,0
1763,27.8689,6,0.05,4,1,0,1
1764,4.9988,1,0.05,0,1,0,0
1765,15.4652,4,0.05,0,2,2,0
1766,47.8591,5,0.05,3,1,1,0
1767,2.4004,1,0.05,0,1,0,0
1768,1.8247,3,0.05,0,3,0,0
1769,9.5023,1,0.05,0,1,0,0
1770,0.925,1,0.05,0,1,0,0
1771,21.8467,8,0.05,2,3,3,0
1772,8.8036,5,0.05,1,1,3,0
1773,8.2914,1,0.05,0,0,1,0
1774,2.9611,1,0.05,0,0,1,0
1775,0.2485,1,0.05,0,0,1,0
1776,39.9694,6,0.05,0,1,4,1
1777,3.2127,3,0.05,0,1,1,1
1778,29.9984,3,0.05,0,0,3,0
1779,11.6577,4,0.05,1,0,2,1
1780,8.1883,3,0.05,1,0,1,1
1781,8.2054,3,0.05,0,1,2,0
1782,5.9222,3,0.05,0,0,2,1
1783,5.0494,8,0.05,0,7,1,0
1784,0.0827,1,0.05,0,0,1,0
1785,6.1264,1,0.05,0,1,0,0
1786,5.2511,1,0.05,0,1,0,0
1787,1.7501,2,0.05,0,2,0,0
1788,2.5978,2,0.05,0,2,0,0
1789,0.0797,1,0.05,0,1,0,0
1790,7.962,3,0.05,1,1,0,1
1791,2.2503,1,0.05,0,1,0,0
1792,19.5367,12,0.05,7,0,2,3
1793,0.7034,1,0.05,0,0,1,0
1794,0.0946,1,0.05,0,0,1,0
1795,1.7766,1,0.05,0,0,1,0
1796,1.4212,1,0.05,0,0,1,0
1797,4.5629,3,0.05,0,1,2,0
1798,0.5409,3,0.05,0,0,2,1
1799,2.6057,1,0.05,0,0,1,0
1800,6.1911,5,0.05,0,4,1,0
1801,4.7615,1,0.05,0,0,1,0
1802,4.9096,4,0.05,0,3,1,0
1803,1.3027,1,0.05,0,0,1,0
1804,1.182,1,0.05,0,0,1,0
1805,3.0771,1,0.05,0,0,1,0
1806,1.1319,2,0.05,0,1,1,0
1807,8.7629,1,0.05,0,0,1,0
1808,3.0795,1,0.05,0,0,1,0
1809,9.3375,2,0.05,0,1,1,0
1810,2.6461,3,0.05,0,2,1,0
1811,37.3186,9,0.05,5,2,2,0
1812,1.9549,3,0.05,0,3,0,0
1813,4.5009,1,0.05,0,0,1,0
1814,1.4212,1,0.05,0,0,1,0
1815,3.5533,1,0.05,0,0,1,0
1816,9.2869,4,0.05,1,1,1,1
1817,3.5413,5,0.05,2,0,1,2
1818,2.6634,2,0.05,0,0,1,1
1819,10.5262,1,0.05,1,0,0,0
1820,2.6294,1,0.05,1,0,0,0
1821,9.8778,5,0.05,3,0,1,1
1822,4.3428,2,0.05,0,0,1,1
1823,11.7265,1,0.05,0,0,1,0
1824,8.7909,4,0.05,2,0,2,0
1825,12.8811,5,0.05,0,4,0,1
1826,8.0209,4,0.05,0,3,0,1
1827,17.3766,2,0.05,0,2,0,0
1828,2.6229,1,0.05,0,1,0,0
1829,6.1239,1,0.05,0,1,0,0
1830,13.9246,9,0.05,2,3,0,4
1831,3.2506,1,0.05,0,1,0,0
1832,2.0262,3,0.05,0,1,0,2
1833,0.5249,1,0.05,0,1,0,0
1834,4.4575,2,0.05,0,1,0,1
1835,0.3749,1,0.05,0,1,0,0
1836,1.8002,1,0.05,0,1,0,0
1837,16.1092,1,0.05,0,0,1,0
1838,26.2818,11,0.05,7,2,1,1
1839,14.985,3,0.05,0,2,0,1
1840,1.4976,1,0.05,0,1,0,0
1841,10.6616,7,0.05,3,3,0,1
1842,4.801,1,0.05,0,1,0,0
1843,41.008,10,0.05,7,2,0,1
1844,1.4301,1,0.05,0,1,0,0
1845,18.4994,2,0.05,0,2,0,0
1846,1.3275,2,0.05,0,1,0,1
1847,13.2529,2,0.05,0,2,0,0
1848,0.5998,2,0.05,0,1,0,1
1849,0.8125,1,0.05,0,1,0,0
1850,12.3392,3,0.05,1,2,0,0
1851,3.2506,1,0.05,0,1,0,0
1852,3.3344,3,0.05,0,1,0,2
1853,18.4091,4,0.05,1,2,0,1
1854,1.6053,2,0.05,0,1,0,1
1855,3.2506,1,0.05,0,1,0,0
1856,17.0924,6,0.05,3,2,0,1
1857,0.065,2,0.05,0,2,0,0
1858,0.5999,1,0.05,0,1,0,0
1859,10.5397,2,0.05,0,1,0,1
1860,3.7507,1,0.05,0,1,0,0
1861,0.7811,3,0.05,0,2,0,1
1862,0.7999,1,0.05,0,1,0,0
1863,3.4679,2,0.05,0,2,0,0
1864,4.4984,1,0.05,0,1,0,0
1865,19.227,4,0.05,1,1,2,0
1866,3.9718,2,0.05,0,1,0,1
1867,0.875,1,0.05,0,1,0,0
1868,7.6518,6,0.05,2,4,0,0
1869,10.7905,5,0.05,1,2,0,2
1870,1.5002,1,0.05,0,1,0,0
1871,0.6249,4,0.05,0,1,0,3
1872,0.3498,1,0.05,0,1,0,0
1873,23.2014,3,0.05,0,1,0,2
1874,8.1069,2,0.05,0,1,0,1
1875,0.875,1,0.05,0,1,0,0
1876,11.8168,3,0.05,0,2,0,1
1877,5.6871,8,0.05,0,8,0,0
1878,34.8468,11,0.05,4,6,1,0
1879,9.0548,1,0.05,0,0,0,1
1880,0.3749,1,0.05,0,1,0,0
1881,0.9975,1,0.05,0,1,0,0
1882,5.5012,1,0.05,0,1,0,0
1883,2.8569,3,0.05,0,1,1,1
1884,8.0019,1,0.05,0,1,0,0
1885,3.3754,2,0.05,0,2,0,0
1886,0.925,1,0.05,0,1,0,0
1887,4.5009,1,0.05,0,1,0,0
1888,0.6249,1,0.05,0,1,0,0
1889,1.7477,1,0.05,0,1,0,0
1890,153.073,60,0.05,32,20,5,3
1891,6.0945,3,0.05,1,2,0,0
